frame_index,x_centroid,y_centroid,visibility_flag
158,1664,860,0
159,1658,860,0
160,1652,860,0
161,1646,860,0
162,1229,691,1
163,1146,659,0
164,1062,627,0
165,978,595,0
166,894,563,0
167,810,531,0
168,726,499,0
169,643,467,0
170,559,435,0
171,475,403,0
172,391,371,0
173,307,339,0
174,223,307,0
175,139,275,0
176,56,242,0
177,,,0
178,,,0
179,,,0
180,,,0
181,,,0
182,,,0
183,,,0
184,1171,481,1
185,1171,475,1
186,1172,474,0
187,1172,474,0
188,1172,473,0
189,1172,473,0
190,1172,472,0
191,1172,472,0
192,1172,471,0
193,1172,471,0
194,1172,470,0
195,1172,470,0
196,1172,469,0
197,1172,469,0
198,1172,469,0
199,1172,468,0
200,1172,468,0
201,1259,512,1
202,1261,516,1
203,1267,519,0
204,1272,522,0
205,1278,525,0
206,1283,529,0
207,1289,532,0
208,1294,535,0
209,1300,538,0
210,1306,541,0
211,1311,544,0
212,1317,548,0
213,1322,551,0
214,1328,554,0
215,1333,557,0
216,1339,560,0
217,1415,441,1
218,1308,423,1
219,1258,414,1
220,1231,409,1
221,1219,407,1
222,1353,441,1
223,1301,428,1
224,1266,418,1
225,1246,412,1
226,1234,409,0
227,1223,405,0
228,1211,402,0
229,1199,398,0
230,1187,395,0
231,1175,391,0
232,1555,530,1
233,1590,541,1
234,1611,547,1
235,1648,560,0
236,1685,573,0
237,1630,560,1
238,1645,567,0
239,1632,568,1
240,1641,573,0
241,1649,578,0
242,1658,584,0
243,1666,589,0
244,1649,568,1
245,1653,566,1
246,1658,566,0
247,1662,566,0
248,1666,566,0
249,1487,558,1
250,1298,554,1
251,1350,554,1
252,1314,552,0
253,1277,551,0
254,1411,555,1
255,1414,554,0
256,1417,554,0
257,1421,554,0
258,1455,556,1
259,1461,556,1
260,1470,556,0
261,1479,556,0
262,1487,556,0
263,1496,557,0
264,1504,557,0
265,1513,557,0
266,1521,557,0
267,1530,557,0
268,1538,557,0
269,1547,558,0
270,1556,558,0
271,1564,558,0
272,1573,558,0
273,1581,558,0
274,1590,558,0
275,1598,559,0
276,1607,559,0
277,1763,577,1
278,1771,577,1
279,1776,578,1
280,1778,579,1
281,1780,580,1
282,1782,581,1
283,1782,581,1
284,1783,581,1
285,1784,581,1
286,1785,581,1
287,1785,581,1
288,1785,581,1
289,1785,580,1
290,1785,580,1
291,1785,580,1
292,1786,580,1
293,1787,580,0
294,1787,580,0
295,1796,580,1
296,1799,580,1
297,1800,581,1
298,1802,580,1
299,1803,580,1
300,1804,580,1
301,1805,580,1
302,1805,580,1
303,1805,580,1
304,1805,580,1
305,1804,580,1
306,1804,581,1
307,1804,581,1
308,1805,581,1
309,1806,581,1
310,1807,581,1
311,1808,581,1
312,1810,581,1
313,1811,581,1
314,1916,724,1
315,1980,812,1
316,1911,717,1
317,1967,794,1
318,2001,840,1
319,1435,785,1
320,1083,746,1
321,1471,800,1
322,1739,834,1
323,1800,711,1
324,1830,633,1
325,1841,588,1
326,1841,566,1
327,1835,557,1
328,1828,557,1
329,1822,562,1
330,1816,567,1
331,1812,571,1
332,1809,575,1
333,1808,578,1
334,1808,580,1
335,1808,581,1
336,1808,582,1
337,1807,583,1
338,1807,583,1
339,1806,583,1
340,1806,583,1
341,1806,583,1
342,1298,642,1
343,985,678,1
344,1322,638,1
345,1556,610,1
346,1707,591,1
347,1794,580,1
348,1871,570,0
349,1947,561,0
350,2024,551,0
351,2101,541,0
352,2029,819,1
353,2039,857,1
354,2043,874,1
355,2041,880,1
356,2035,878,1
357,2029,873,1
358,2023,868,1
359,2018,863,1
360,2015,860,1
361,2013,857,1
